citation,title,doi,year,veg_system_id,region,growth_forms,disturbance_type,response_category,scale,scale_detail,var_Condition,var_Diversity,var_Growth,var_Phenology,var_Physiology,ci_U,ci_D,ci_SE,ci_SD,ci_SQ,ci_SR,ci_overall
"Forner, A., Aranda, I., Granier, A., & Valladares, F. (2014). Differential impact of the most extreme drought event over the last half century on growth and sap flow in two coexisting Mediterranean trees. Plant Ecology, 215(7), 703–719. https://doi.org/10.1007/s11258-014-0351-x",Differential impact of the most extreme drought event over the last half century on growth and sap flow in two coexisting Mediterranean trees,10.1007/s11258-014-0351-x,2014,Mediterranean forest,Mediterranean Basin,Trees,Drought,"Growth, Physiology",GrowthForm,Trees,,,"NL, I",,NL,8,7,5,3,6,1,15
"Forner, A., Aranda, I., Granier, A., & Valladares, F. (2014). Differential impact of the most extreme drought event over the last half century on growth and sap flow in two coexisting Mediterranean trees. Plant Ecology, 215(7), 703–719. https://doi.org/10.1007/s11258-014-0351-x",Differential impact of the most extreme drought event over the last half century on growth and sap flow in two coexisting Mediterranean trees,10.1007/s11258-014-0351-x,2014,Mediterranean forest,Mediterranean Basin,Trees,Drought,"Growth, Physiology",Ecosystem,VegType: forest,,,"NL, I",,NL,8,7,5,3,6,1,15
"Forner, A., Aranda, I., Granier, A., & Valladares, F. (2014). Differential impact of the most extreme drought event over the last half century on growth and sap flow in two coexisting Mediterranean trees. Plant Ecology, 215(7), 703–719. https://doi.org/10.1007/s11258-014-0351-x",Differential impact of the most extreme drought event over the last half century on growth and sap flow in two coexisting Mediterranean trees,10.1007/s11258-014-0351-x,2014,Mediterranean forest,Mediterranean Basin,Trees,Drought,"Growth, Physiology",Species,Pinus nigra,,,"I, NL",,NL,8,7,5,3,6,1,15
"Forner, A., Aranda, I., Granier, A., & Valladares, F. (2014). Differential impact of the most extreme drought event over the last half century on growth and sap flow in two coexisting Mediterranean trees. Plant Ecology, 215(7), 703–719. https://doi.org/10.1007/s11258-014-0351-x",Differential impact of the most extreme drought event over the last half century on growth and sap flow in two coexisting Mediterranean trees,10.1007/s11258-014-0351-x,2014,Mediterranean forest,Mediterranean Basin,Trees,Drought,"Growth, Physiology",Species,Quercus faginea,,,NL,,I,8,7,5,3,6,1,15
"Forner, A., Valladares, F., Bonal, D., Granier, A., Grossiord, C., & Aranda, I. (2018). Extreme droughts affecting Mediterranean tree species’ growth and water-use efficiency: The importance of timing. Tree Physiology, 38(8), 1127–1137. https://doi.org/10.1093/treephys/tpy022",Extreme droughts affecting Mediterranean tree species’ growth and water-use efficiency: the importance of timing,10.1093/treephys/tpy022,2018,Mediterranean forest,Mediterranean Basin,Trees,Drought,"Growth, Phenology, Physiology",GrowthForm,Trees,,,NL,NL,NL,8,6,5,2,6,1,14
"Forner, A., Valladares, F., Bonal, D., Granier, A., Grossiord, C., & Aranda, I. (2018). Extreme droughts affecting Mediterranean tree species’ growth and water-use efficiency: The importance of timing. Tree Physiology, 38(8), 1127–1137. https://doi.org/10.1093/treephys/tpy022",Extreme droughts affecting Mediterranean tree species’ growth and water-use efficiency: the importance of timing,10.1093/treephys/tpy022,2018,Mediterranean forest,Mediterranean Basin,Trees,Drought,"Growth, Phenology, Physiology",Ecosystem,VegType: forest,,,NL,NL,NL,8,6,5,2,6,1,14
"Forner, A., Valladares, F., Bonal, D., Granier, A., Grossiord, C., & Aranda, I. (2018). Extreme droughts affecting Mediterranean tree species’ growth and water-use efficiency: The importance of timing. Tree Physiology, 38(8), 1127–1137. https://doi.org/10.1093/treephys/tpy022",Extreme droughts affecting Mediterranean tree species’ growth and water-use efficiency: the importance of timing,10.1093/treephys/tpy022,2018,Mediterranean forest,Mediterranean Basin,Trees,Drought,"Growth, Phenology, Physiology",Species,Quercus ilex,,,NL,I,NL,8,6,5,2,6,1,14
"Forner, A., Valladares, F., Bonal, D., Granier, A., Grossiord, C., & Aranda, I. (2018). Extreme droughts affecting Mediterranean tree species’ growth and water-use efficiency: The importance of timing. Tree Physiology, 38(8), 1127–1137. https://doi.org/10.1093/treephys/tpy022",Extreme droughts affecting Mediterranean tree species’ growth and water-use efficiency: the importance of timing,10.1093/treephys/tpy022,2018,Mediterranean forest,Mediterranean Basin,Trees,Drought,"Growth, Phenology, Physiology",Species,Quercus faginea,,,NL,N,NL,8,6,5,2,6,1,14
"Forner, A., Valladares, F., Bonal, D., Granier, A., Grossiord, C., & Aranda, I. (2018). Extreme droughts affecting Mediterranean tree species’ growth and water-use efficiency: The importance of timing. Tree Physiology, 38(8), 1127–1137. https://doi.org/10.1093/treephys/tpy022",Extreme droughts affecting Mediterranean tree species’ growth and water-use efficiency: the importance of timing,10.1093/treephys/tpy022,2018,Mediterranean forest,Mediterranean Basin,Trees,Drought,"Growth, Phenology, Physiology",Species,Pinus nigra,,,I,I,I,8,6,5,2,6,1,14
"Frate, L., Carranza, M. L., Evangelista, A., Stinca, A., Schaminée, J. H. J., & Stanisci, A. (2018). Climate and land use change impacts on Mediterranean high-mountain vegetation in the Apennines since the 1950s. Plant Ecology & Diversity, 11(1), 85–96. https://doi.org/10.1080/17550874.2018.1473521",Climate and land use change impacts on Mediterranean high-mountain vegetation in the Apennines since the 1950s,10.1080/17550874.2018.1473521,2018,Alpine vegetation,Mediterranean Basin,"Trees, Shrubs",Climatic variation,Diversity,GrowthForm,Trees,,"D, I",,,,9,6,6,3,5,1,15
"Frate, L., Carranza, M. L., Evangelista, A., Stinca, A., Schaminée, J. H. J., & Stanisci, A. (2018). Climate and land use change impacts on Mediterranean high-mountain vegetation in the Apennines since the 1950s. Plant Ecology & Diversity, 11(1), 85–96. https://doi.org/10.1080/17550874.2018.1473521",Climate and land use change impacts on Mediterranean high-mountain vegetation in the Apennines since the 1950s,10.1080/17550874.2018.1473521,2018,Alpine vegetation,Mediterranean Basin,"Trees, Shrubs",Climatic variation,Diversity,GrowthForm,Grasses,,N,,,,9,6,6,3,5,1,15
"Frate, L., Carranza, M. L., Evangelista, A., Stinca, A., Schaminée, J. H. J., & Stanisci, A. (2018). Climate and land use change impacts on Mediterranean high-mountain vegetation in the Apennines since the 1950s. Plant Ecology & Diversity, 11(1), 85–96. https://doi.org/10.1080/17550874.2018.1473521",Climate and land use change impacts on Mediterranean high-mountain vegetation in the Apennines since the 1950s,10.1080/17550874.2018.1473521,2018,Alpine vegetation,Mediterranean Basin,"Trees, Shrubs",Climatic variation,Diversity,Ecosystem,Community: Pinus mugo scrub,,"D, I",,,,9,6,6,3,5,1,15
"Frate, L., Carranza, M. L., Evangelista, A., Stinca, A., Schaminée, J. H. J., & Stanisci, A. (2018). Climate and land use change impacts on Mediterranean high-mountain vegetation in the Apennines since the 1950s. Plant Ecology & Diversity, 11(1), 85–96. https://doi.org/10.1080/17550874.2018.1473521",Climate and land use change impacts on Mediterranean high-mountain vegetation in the Apennines since the 1950s,10.1080/17550874.2018.1473521,2018,Alpine vegetation,Mediterranean Basin,"Trees, Shrubs",Climatic variation,Diversity,Ecosystem,Community: calcareous alpine screes,,I,,,,9,6,6,3,5,1,15
"Frate, L., Carranza, M. L., Evangelista, A., Stinca, A., Schaminée, J. H. J., & Stanisci, A. (2018). Climate and land use change impacts on Mediterranean high-mountain vegetation in the Apennines since the 1950s. Plant Ecology & Diversity, 11(1), 85–96. https://doi.org/10.1080/17550874.2018.1473521",Climate and land use change impacts on Mediterranean high-mountain vegetation in the Apennines since the 1950s,10.1080/17550874.2018.1473521,2018,Alpine vegetation,Mediterranean Basin,"Trees, Shrubs",Climatic variation,Diversity,Ecosystem,Community: subalpine calcareous grasslands,,N,,,,9,6,6,3,5,1,15
"Galiano, L., Martínez-Vilalta, J., Sabaté, S., & Lloret, F. (2012). Determinants of drought effects on crown condition and their relationship with depletion of carbon reserves in a Mediterranean holm oak forest. Tree Physiology, 32(4), 478–489. https://doi.org/10.1093/treephys/tps025",Determinants of drought effects on crown condition and their relationship with depletion of carbon reserves in a Mediterranean holm oak forest,10.1093/treephys/tps025,2012,Evergreen oak forest,Mediterranean Basin,Trees,Drought,"Condition, Growth",GrowthForm,Trees,D,,D,,,9,4,6,1,5,1,13
"Galiano, L., Martínez-Vilalta, J., Sabaté, S., & Lloret, F. (2012). Determinants of drought effects on crown condition and their relationship with depletion of carbon reserves in a Mediterranean holm oak forest. Tree Physiology, 32(4), 478–489. https://doi.org/10.1093/treephys/tps025",Determinants of drought effects on crown condition and their relationship with depletion of carbon reserves in a Mediterranean holm oak forest,10.1093/treephys/tps025,2012,Evergreen oak forest,Mediterranean Basin,Trees,Drought,"Condition, Growth",Ecosystem,VegType: forest,D,,D,,,9,4,6,1,5,1,13
"Galiano, L., Martínez-Vilalta, J., Sabaté, S., & Lloret, F. (2012). Determinants of drought effects on crown condition and their relationship with depletion of carbon reserves in a Mediterranean holm oak forest. Tree Physiology, 32(4), 478–489. https://doi.org/10.1093/treephys/tps025",Determinants of drought effects on crown condition and their relationship with depletion of carbon reserves in a Mediterranean holm oak forest,10.1093/treephys/tps025,2012,Evergreen oak forest,Mediterranean Basin,Trees,Drought,"Condition, Growth",Species,Quercus ilex,D,,D,,,9,4,6,1,5,1,13
"Garcia-Fayos, P., Monleon, V. J., Espigares, T., Nicolau, J. M., & Bochet, E. (2020). Increasing aridity threatens the sexual regeneration of Quercus ilex(holm oak) in Mediterranean ecosystems. PLOS ONE, 15(10), e0239755. https://doi.org/10.1371/journal.pone.0239755",Increasing aridity threatens the sexual regeneration of Quercus ilex(holm oak) in Mediterranean ecosystems,10.1371/journal.pone.0239755,2020,Evergreen oak forest,Mediterranean Basin,Trees,Climatic variation,Growth,GrowthForm,Trees,,,"D, NL",,,9,6,5,2,7,1,15
"Garcia-Fayos, P., Monleon, V. J., Espigares, T., Nicolau, J. M., & Bochet, E. (2020). Increasing aridity threatens the sexual regeneration of Quercus ilex(holm oak) in Mediterranean ecosystems. PLOS ONE, 15(10), e0239755. https://doi.org/10.1371/journal.pone.0239755",Increasing aridity threatens the sexual regeneration of Quercus ilex(holm oak) in Mediterranean ecosystems,10.1371/journal.pone.0239755,2020,Evergreen oak forest,Mediterranean Basin,Trees,Climatic variation,Growth,Ecosystem,Community: semi-arid,,,"D, NL",,,9,6,5,2,7,1,15
"Garcia-Fayos, P., Monleon, V. J., Espigares, T., Nicolau, J. M., & Bochet, E. (2020). Increasing aridity threatens the sexual regeneration of Quercus ilex(holm oak) in Mediterranean ecosystems. PLOS ONE, 15(10), e0239755. https://doi.org/10.1371/journal.pone.0239755",Increasing aridity threatens the sexual regeneration of Quercus ilex(holm oak) in Mediterranean ecosystems,10.1371/journal.pone.0239755,2020,Evergreen oak forest,Mediterranean Basin,Trees,Climatic variation,Growth,Ecosystem,Community: sub-humid,,,"D, NL",,,9,6,5,2,7,1,15
"Garcia-Fayos, P., Monleon, V. J., Espigares, T., Nicolau, J. M., & Bochet, E. (2020). Increasing aridity threatens the sexual regeneration of Quercus ilex(holm oak) in Mediterranean ecosystems. PLOS ONE, 15(10), e0239755. https://doi.org/10.1371/journal.pone.0239755",Increasing aridity threatens the sexual regeneration of Quercus ilex(holm oak) in Mediterranean ecosystems,10.1371/journal.pone.0239755,2020,Evergreen oak forest,Mediterranean Basin,Trees,Climatic variation,Growth,Species,Quercus ilex,,,"D, NL",,,9,6,5,2,7,1,15
"Garreaud, R. D., Alvarez-Garreton, C., Barichivich, J., Boisier, J. P., Christie, D., Galleguillos, M., LeQuesne, C., McPhee, J., & Zambrano-Bigiarini, M. (2017). The 2010–2015 megadrought in central Chile: Impacts on regional hydroclimate and vegetation. Hydrology and Earth System Sciences, 21(12), 6307–6327. https://doi.org/10.5194/hess-21-6307-2017",The 2010–2015 megadrought in central Chile: Impacts on regional hydroclimate and vegetation,10.5194/hess-21-6307-2017,2017,Varied,Central Chile,All,Drought,Growth,GrowthForm,Trees,,,"D, NL",,,6,8,3,4,6,1,14
"Garreaud, R. D., Alvarez-Garreton, C., Barichivich, J., Boisier, J. P., Christie, D., Galleguillos, M., LeQuesne, C., McPhee, J., & Zambrano-Bigiarini, M. (2017). The 2010–2015 megadrought in central Chile: Impacts on regional hydroclimate and vegetation. Hydrology and Earth System Sciences, 21(12), 6307–6327. https://doi.org/10.5194/hess-21-6307-2017",The 2010–2015 megadrought in central Chile: Impacts on regional hydroclimate and vegetation,10.5194/hess-21-6307-2017,2017,Varied,Central Chile,All,Drought,Growth,GrowthForm,Shrubs,,,D,,,6,8,3,4,6,1,14
"Garreaud, R. D., Alvarez-Garreton, C., Barichivich, J., Boisier, J. P., Christie, D., Galleguillos, M., LeQuesne, C., McPhee, J., & Zambrano-Bigiarini, M. (2017). The 2010–2015 megadrought in central Chile: Impacts on regional hydroclimate and vegetation. Hydrology and Earth System Sciences, 21(12), 6307–6327. https://doi.org/10.5194/hess-21-6307-2017",The 2010–2015 megadrought in central Chile: Impacts on regional hydroclimate and vegetation,10.5194/hess-21-6307-2017,2017,Varied,Central Chile,All,Drought,Growth,Ecosystem,VegType: shrublands,,,D,,,6,8,3,4,6,1,14
"Garreaud, R. D., Alvarez-Garreton, C., Barichivich, J., Boisier, J. P., Christie, D., Galleguillos, M., LeQuesne, C., McPhee, J., & Zambrano-Bigiarini, M. (2017). The 2010–2015 megadrought in central Chile: Impacts on regional hydroclimate and vegetation. Hydrology and Earth System Sciences, 21(12), 6307–6327. https://doi.org/10.5194/hess-21-6307-2017",The 2010–2015 megadrought in central Chile: Impacts on regional hydroclimate and vegetation,10.5194/hess-21-6307-2017,2017,Varied,Central Chile,All,Drought,Growth,Ecosystem,VegType: forest,,,"D, NL",,,6,8,3,4,6,1,14
"Garreaud, R. D., Alvarez-Garreton, C., Barichivich, J., Boisier, J. P., Christie, D., Galleguillos, M., LeQuesne, C., McPhee, J., & Zambrano-Bigiarini, M. (2017). The 2010–2015 megadrought in central Chile: Impacts on regional hydroclimate and vegetation. Hydrology and Earth System Sciences, 21(12), 6307–6327. https://doi.org/10.5194/hess-21-6307-2017",The 2010–2015 megadrought in central Chile: Impacts on regional hydroclimate and vegetation,10.5194/hess-21-6307-2017,2017,Varied,Central Chile,All,Drought,Growth,Species,Nothofagus obliqua,,,D,,,6,8,3,4,6,1,14
"Gazol, A., Camarero, J. J., Sangüesa-Barreda, G., Serra-Maluquer, X., Sánchez-Salguero, R., Coll, L., & Casals, P. (2020). Tree Species Are Differently Impacted by Cumulative Drought Stress and Present Higher Growth Synchrony in Dry Places. Frontiers in Forests and Global Change, 3. https://doi.org/10.3389/ffgc.2020.573346",Tree Species Are Differently Impacted by Cumulative Drought Stress and Present Higher Growth Synchrony in Dry Places,10.3389/ffgc.2020.573346,2020,Mixed temperate forest,Mediterranean Basin,Trees,Drought,"Condition, Growth",GrowthForm,Trees,D,,D,,,9,10,6,6,6,1,19
"Gazol, A., Camarero, J. J., Sangüesa-Barreda, G., Serra-Maluquer, X., Sánchez-Salguero, R., Coll, L., & Casals, P. (2020). Tree Species Are Differently Impacted by Cumulative Drought Stress and Present Higher Growth Synchrony in Dry Places. Frontiers in Forests and Global Change, 3. https://doi.org/10.3389/ffgc.2020.573346",Tree Species Are Differently Impacted by Cumulative Drought Stress and Present Higher Growth Synchrony in Dry Places,10.3389/ffgc.2020.573346,2020,Mixed temperate forest,Mediterranean Basin,Trees,Drought,"Condition, Growth",Ecosystem,VegType: forest,D,,D,,,9,10,6,6,6,1,19
"Gazol, A., Camarero, J. J., Sangüesa-Barreda, G., Serra-Maluquer, X., Sánchez-Salguero, R., Coll, L., & Casals, P. (2020). Tree Species Are Differently Impacted by Cumulative Drought Stress and Present Higher Growth Synchrony in Dry Places. Frontiers in Forests and Global Change, 3. https://doi.org/10.3389/ffgc.2020.573346",Tree Species Are Differently Impacted by Cumulative Drought Stress and Present Higher Growth Synchrony in Dry Places,10.3389/ffgc.2020.573346,2020,Mixed temperate forest,Mediterranean Basin,Trees,Drought,"Condition, Growth",Species,Pinus halepensis,D,,D,,,9,10,6,6,6,1,19
